Selections
Start Date: 2022-04-28
End Date: 2026-05-28
Selected benchmarks: Compounded ZARONIA
Report Data: Rates
Date,1-week average,1-month average,3-month average,6-month average,9-month average,12-month average,Index
2022-08-22,5.39376,5.39322,4.88578,4.49902,4.25041,4.05111,0.000000000000
2022-08-19,5.40663,5.31910,4.85968,4.47014,4.22981,4.03686,0.000000000000
2022-08-18,5.40863,5.29399,4.84558,4.46443,4.22215,4.03102,0.000000000000
2022-08-17,5.41049,5.22925,4.83113,4.45559,4.21436,4.02510,0.000000000000
2022-08-16,5.41603,5.22270,4.81664,4.44675,4.20657,4.01917,0.000000000000
2022-08-15,5.41681,5.21605,4.78842,4.43797,4.19880,4.01033,0.000000000000
2022-08-12,5.41595,5.13938,4.75930,4.40976,4.17556,3.99561,0.000000000000
2022-08-11,5.41567,5.11389,4.74500,4.40363,4.16782,3.98972,0.000000000000
2022-08-10,5.41238,5.06018,4.73034,4.39479,4.16000,3.98377,0.000000000000
2022-08-08,5.40348,5.03469,4.68943,4.37702,4.14428,3.96904,0.000000000000
2022-08-05,5.38419,4.95791,4.65819,4.34856,4.12103,3.95411,0.000000000000
2022-08-04,5.37804,4.93248,4.64389,4.34212,4.11331,3.94822,0.000000000000
2022-08-03,5.37261,4.88887,4.62955,4.33326,4.10559,3.94234,0.000000000000
2022-08-02,5.36889,4.87252,4.62052,4.32453,4.09794,3.93648,0.000000000000
2022-08-01,5.35287,4.85440,4.61104,4.31565,4.09250,3.93185,0.000000000000
2022-07-29,5.33100,4.78676,4.56368,4.28793,4.06748,3.91343,0.000000000000
2022-07-28,5.22505,4.76177,4.54971,4.28141,4.05991,3.90771,0.000000000000
2022-07-27,5.11739,4.73674,4.53156,4.27155,4.05233,3.90197,0.000000000000
2022-07-26,5.00973,4.70656,4.52176,4.26164,4.04474,3.89623,0.000000000000
2022-07-25,4.91122,4.68674,4.50849,4.25211,4.03738,3.88838,0.000000000000
2022-07-22,4.61193,4.61825,4.46824,4.22013,4.01515,3.87390,0.000000000000
2022-07-21,4.61221,4.61792,4.46252,4.21742,4.01034,3.87027,0.000000000000
2022-07-20,4.61250,4.61765,4.45680,4.21166,4.00554,3.86665,0.000000000000
2022-07-19,4.61350,4.61757,4.45155,4.20590,4.00075,3.86304,0.000000000000
2022-07-18,4.61378,4.61720,4.43337,4.20019,3.99597,3.85726,0.000000000000
2022-07-15,4.61636,4.61653,4.42596,4.18006,3.98157,3.84855,0.000000000000
2022-07-14,4.61607,4.61592,4.42332,4.17712,3.97673,3.84492,0.000000000000
2022-07-13,4.61579,4.61542,4.41763,4.17135,3.97187,3.84132,0.000000000000
2022-07-12,4.61493,4.61507,4.41186,4.16557,3.96706,3.83771,0.000000000000
2022-07-11,4.61493,4.61456,4.40612,4.15978,3.96221,3.83209,0.000000000000
2022-07-08,4.60764,4.61311,4.38849,4.13987,3.94761,3.82322,0.000000000000
2022-07-07,4.60664,4.61255,4.38266,4.13673,3.94274,3.81960,0.000000000000
2022-07-06,4.60621,4.61201,4.37686,4.13099,3.93791,3.81601,0.000000000000
2022-07-05,4.60578,4.60839,4.37076,4.12529,3.93308,3.81243,0.000000000000
2022-07-04,4.60621,4.60766,4.36469,4.11959,3.92825,3.80699,0.000000000000
2022-07-01,4.61264,4.60519,4.34707,4.10756,3.91389,3.79817,0.000000000000
2022-06-30,4.61193,4.60425,4.34158,4.09764,3.90907,3.79457,0.000000000000
2022-06-29,4.61093,4.60234,4.33347,4.08949,3.90429,3.79100,0.000000000000
2022-06-28,4.61035,4.60159,4.32778,4.08381,3.89952,3.78741,0.000000000000
2022-06-27,4.60849,4.60054,4.31758,4.07161,3.89474,3.78214,0.000000000000
2022-06-24,4.60421,4.59690,4.30189,4.06115,3.87881,3.77305,0.000000000000
2022-06-23,4.60462,4.59577,4.29386,4.05549,3.87568,3.76949,0.000000000000
2022-06-22,4.60455,4.59449,4.28580,4.04983,3.87094,3.76593,0.000000000000
2022-06-21,4.60370,4.59362,4.26586,4.04423,3.86621,3.76236,0.000000000000
2022-06-20,4.60298,4.59274,4.26174,4.03863,3.86147,3.75722,0.000000000000
2022-06-17,4.60212,4.54396,4.24525,4.02175,3.84715,3.74806,0.000000000000
2022-06-15,4.60178,4.48740,4.22912,4.01043,3.83765,3.74088,0.000000000000
2022-06-14,4.60163,4.48338,4.22112,4.00479,3.83296,3.73733,0.000000000000
2022-06-13,4.60120,4.47912,4.20659,3.99918,3.82825,3.73233,0.000000000000
2022-06-10,4.58448,4.43035,4.18883,3.98234,3.81411,3.72310,0.000000000000
2022-06-09,4.57876,4.41423,4.18069,3.97674,3.80936,3.71952,0.000000000000
2022-06-08,4.57376,4.38112,4.17258,3.97115,3.80465,3.71597,0.000000000000
2022-06-07,4.57119,4.37382,4.16446,3.96561,3.79995,3.71237,0.000000000000
2022-06-06,4.56833,4.36614,4.15071,3.96001,3.79526,3.70742,0.000000000000
2022-06-03,4.57476,4.32107,4.13300,3.94321,3.78158,3.69836,0.000000000000
2022-06-02,4.57676,4.31240,4.12514,3.93762,3.77703,3.69488,0.000000000000
2022-06-01,4.57848,4.30322,4.11750,3.93205,3.77249,3.69140,0.000000000000
2022-05-31,4.57733,4.26954,4.10963,3.92647,3.76788,3.68803,0.000000000000
2022-05-30,4.57619,4.25915,4.10400,3.92240,3.76328,3.68341,0.000000000000
2022-05-27,4.57404,4.21319,4.08013,3.90388,3.74942,3.67413,0.000000000000
2022-05-26,4.50542,4.20047,4.07408,3.89966,3.74476,3.67063,0.000000000000
2022-05-25,4.43809,4.18478,4.06794,3.89394,3.74015,3.66716,0.000000000000
2022-05-24,4.37047,4.16547,4.05989,3.88822,3.73555,3.66370,0.000000000000
2022-05-23,4.30328,4.15200,4.05179,3.88253,3.73097,3.65918,0.000000000000
2022-05-20,4.10133,4.10580,4.02396,3.86407,3.71694,3.64984,0.000000000000
2022-05-19,4.10190,4.10711,4.02267,3.86234,3.71408,3.64775,0.000000000000
2022-05-18,4.10133,4.10817,4.02131,3.85814,3.71120,3.64564,0.000000000000
2022-05-17,4.10047,4.10802,4.01847,3.85394,3.70832,3.64353,0.000000000000
2022-05-16,4.10190,4.10790,4.01565,3.84975,3.70544,3.64052,0.000000000000
2022-05-13,4.10233,4.10747,4.00594,3.83479,3.69683,3.63506,0.000000000000
2022-05-12,4.10147,4.10730,4.00441,3.83288,3.69393,3.63291,0.000000000000
2022-05-11,4.10104,4.10717,4.00288,3.82865,3.69105,3.63078,0.000000000000
2022-05-10,4.10190,4.10649,4.00023,3.82451,3.68820,3.62868,0.000000000000
2022-05-09,4.09866,4.10601,3.99739,3.82025,3.68244,3.62569,0.000000000000
2022-05-06,4.09584,4.10486,3.98692,3.80537,3.67659,3.62012,0.000000000000
2022-05-05,4.09598,4.10366,3.98525,3.80334,3.67371,3.61801,0.000000000000
2022-05-04,4.09871,4.10265,3.98354,3.79915,3.67081,3.61590,0.000000000000
2022-05-03,4.09835,4.10047,3.98054,3.79498,3.66795,3.61374,0.000000000000
2022-04-29,4.10298,4.10031,3.96704,3.77641,3.65587,3.60533,0.000000000000
2022-04-28,4.10312,4.10005,3.96514,3.77222,3.65306,3.60320,0.000000000000
