
"Banco de México"

"Securities prices and interest rates"
"Índices de TIIE de Fondeo y TIIEs de Fondeo compuestas por adelantado"

"Date: 04/26/2026 02:30:41"

""

"Title","Overnight Funding TIIE Index, Compounded on calendar days","Overnight Funding TIIE Index, Compounded on business days","Compounded in advance Overnight Funding TIIE, for 28 days","Compounded in advance Overnight Funding TIIE, for 91 days","Compounded in advance Overnight Funding TIIE, for 182 days"
"Available period","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026"
"Frequency","Daily","Daily","Daily","Daily","Daily"
"Data type","ciphers without type","ciphers without type","Average Rate","Average Rate","Average Rate"
"Unit","Without units","Without units","Percentages","Percentages","Percentages"
"Base","","","","",""
"Announcement","","","","",""
"Information type","Levels","Levels","Levels","Levels","Levels"
"Date","SF355630","SF355631","SF355632","SF355633","SF355634"
06/23/2017,181759.0986,181750.6101,6.8165,6.8572,6.9166
06/24/2017,181794.2892,181785.7990,N/E,N/E,N/E
06/25/2017,181829.4866,181820.9880,N/E,N/E,N/E
06/26/2017,181864.6908,181856.1769,6.8369,6.8779,6.9377
06/27/2017,181899.9523,181891.4368,6.8430,6.8841,6.9440
06/28/2017,181935.1197,181926.6025,6.8491,6.8903,6.9503
06/29/2017,181970.2433,181961.7244,6.8534,6.8946,6.9547
06/30/2017,182005.6264,181997.1059,6.8592,6.9004,6.9606
07/01/2017,182041.5219,182032.9998,N/E,N/E,N/E
07/02/2017,182077.4245,182068.8936,N/E,N/E,N/E
07/03/2017,182113.3343,182104.7875,6.8925,6.9342,6.9950
07/04/2017,182149.2511,182140.7026,6.9019,6.9436,7.0046
07/05/2017,182185.4785,182176.9284,6.9137,6.9556,7.0168
07/06/2017,182220.9035,182212.3516,6.9220,6.9640,7.0253
07/07/2017,182256.3859,182247.8324,6.9317,6.9738,7.0353
07/08/2017,182291.9259,182283.3707,N/E,N/E,N/E
07/09/2017,182327.4728,182318.9091,N/E,N/E,N/E
07/10/2017,182363.0267,182354.4474,6.9607,7.0032,7.0652
07/11/2017,182398.5875,182390.0065,6.9701,7.0127,7.0748
07/12/2017,182434.4086,182425.8259,6.9812,7.0239,7.0863
07/13/2017,182470.2873,182461.7030,6.9927,7.0356,7.0981
07/14/2017,182506.3252,182497.7392,7.0017,7.0447,7.1074
07/15/2017,182542.2688,182533.6811,N/E,N/E,N/E
07/16/2017,182578.2195,182569.6230,N/E,N/E,N/E
07/17/2017,182614.1773,182605.5649,7.0221,7.0654,7.1285
07/18/2017,182649.7363,182641.1223,7.0315,7.0748,7.1381
07/19/2017,182685.4037,182676.7880,7.0426,7.0861,7.1495
07/20/2017,182721.4334,182712.8160,7.0555,7.0992,7.1629
07/21/2017,182757.2163,182748.5972,7.0598,7.1035,7.1673
07/22/2017,182792.9047,182784.2839,N/E,N/E,N/E
07/23/2017,182828.6001,182819.9707,N/E,N/E,N/E
07/24/2017,182864.3025,182855.6574,7.0663,7.1101,7.1740
07/25/2017,182899.9102,182891.2635,7.0674,7.1112,7.1751
07/26/2017,182935.6265,182926.9781,7.0699,7.1137,7.1777
07/27/2017,182971.4006,182962.7505,7.0731,7.1170,7.1810
07/28/2017,183007.4358,182998.7840,7.0763,7.1202,7.1843
07/29/2017,183043.3256,183034.6721,N/E,N/E,N/E
07/30/2017,183079.2224,183070.5602,N/E,N/E,N/E
07/31/2017,183115.1263,183106.4483,7.0720,7.1159,7.1799
08/01/2017,183151.2407,183142.5609,7.0720,7.1159,7.1799
08/02/2017,183187.4130,183178.7316,7.0702,7.1141,7.1780
08/03/2017,183223.5417,183214.8585,7.0738,7.1177,7.1817
08/04/2017,183259.3211,183250.6363,7.0745,7.1184,7.1825
08/05/2017,183295.1076,183286.4211,N/E,N/E,N/E
08/06/2017,183330.9011,183322.2059,N/E,N/E,N/E
08/07/2017,183366.7015,183357.9906,7.0756,7.1195,7.1836
08/08/2017,183402.5090,183393.7964,7.0760,7.1199,7.1840
08/09/2017,183438.3234,183429.6091,7.0745,7.1184,7.1825
08/10/2017,183473.9920,183465.2760,7.0717,7.1155,7.1795
08/11/2017,183509.7694,183501.0517,7.0684,7.1123,7.1762
08/12/2017,183545.5028,183536.7834,N/E,N/E,N/E
08/13/2017,183581.2432,183572.5152,N/E,N/E,N/E
08/14/2017,183616.9906,183608.2469,7.0598,7.1035,7.1673
08/15/2017,183652.8469,183644.1015,7.0605,7.1043,7.1680
08/16/2017,183688.9143,183680.1672,7.0620,7.1057,7.1695
08/17/2017,183725.0397,183716.2909,7.0613,7.1050,7.1688
08/18/2017,183760.9172,183752.1666,7.0605,7.1043,7.1680
08/19/2017,183797.0568,183788.3045,N/E,N/E,N/E
08/20/2017,183833.2036,183824.4425,N/E,N/E,N/E
08/21/2017,183869.3574,183860.5804,7.0659,7.1097,7.1736
08/22/2017,183905.4673,183896.6886,7.0681,7.1119,7.1758
08/23/2017,183941.4311,183932.6506,7.0684,7.1123,7.1762
08/24/2017,183977.4529,183968.6708,7.0688,7.1126,7.1766
08/25/2017,184013.3796,184004.5957,7.0666,7.1104,7.1743
08/26/2017,184049.2622,184040.4766,N/E,N/E,N/E
08/27/2017,184085.1518,184076.3575,N/E,N/E,N/E
08/28/2017,184121.0484,184112.2384,7.0623,7.1061,7.1699
08/29/2017,184157.0543,184148.2426,7.0602,7.1039,7.1677
08/30/2017,184192.8627,184184.0492,7.0562,7.0999,7.1636
08/31/2017,184228.6779,184219.8628,7.0526,7.0963,7.1599
09/01/2017,184265.0119,184256.1950,7.0552,7.0988,7.1625
09/02/2017,184301.2507,184292.4321,N/E,N/E,N/E
09/03/2017,184337.4966,184328.6691,N/E,N/E,N/E
09/04/2017,184373.7497,184364.9062,7.0605,7.1043,7.1680
09/05/2017,184409.9586,184401.1134,7.0620,7.1057,7.1695
09/06/2017,184445.9186,184437.0716,7.0616,7.1053,7.1692
09/07/2017,184481.8855,184473.0368,7.0623,7.1061,7.1699
09/08/2017,184517.9620,184509.1116,7.0630,7.1068,7.1706
09/09/2017,184553.9942,184545.1421,N/E,N/E,N/E
09/10/2017,184590.0335,184581.1727,N/E,N/E,N/E
09/11/2017,184626.0799,184617.2032,7.0652,7.1090,7.1729
09/12/2017,184662.2358,184653.3574,7.0659,7.1097,7.1736
09/13/2017,184698.7066,184689.8264,7.0674,7.1112,7.1751
09/14/2017,184734.7741,184725.8922,7.0656,7.1093,7.1732
09/15/2017,184771.3106,184762.4269,7.0688,7.1126,7.1766
09/16/2017,184807.2897,184798.4043,N/E,N/E,N/E
09/17/2017,184843.2757,184834.3816,N/E,N/E,N/E
09/18/2017,184879.2688,184870.3589,7.0613,7.1050,7.1688
09/19/2017,184915.3716,184906.4600,7.0598,7.1035,7.1673
09/20/2017,184951.9952,184943.0818,7.0631,7.1068,7.1706
09/21/2017,184988.0608,184979.1457,7.0620,7.1057,7.1695
09/22/2017,185024.8015,185015.8846,7.0663,7.1101,7.1740
09/23/2017,185060.8299,185051.9113,N/E,N/E,N/E
09/24/2017,185096.8654,185087.9380,N/E,N/E,N/E
09/25/2017,185132.9079,185123.9647,7.0652,7.1090,7.1729
09/26/2017,185168.9573,185160.0124,7.0641,7.1079,7.1717
09/27/2017,185204.7052,185195.7586,7.0623,7.1061,7.1699
09/28/2017,185240.7173,185231.7689,7.0623,7.1061,7.1699
09/29/2017,185276.7878,185267.8376,7.0591,7.1028,7.1666
09/30/2017,185313.1226,185304.1707,N/E,N/E,N/E
10/01/2017,185349.4646,185340.5038,N/E,N/E,N/E
10/02/2017,185385.8136,185376.8369,7.0569,7.1006,7.1643
10/03/2017,185422.2729,185413.2943,7.0573,7.1010,7.1647
10/04/2017,185458.5332,185449.5529,7.0580,7.1017,7.1655
10/05/2017,185494.7491,185485.7671,7.0584,7.1021,7.1658
10/06/2017,185530.9721,185521.9884,7.0580,7.1017,7.1655
10/07/2017,185567.6660,185558.6805,N/E,N/E,N/E
10/08/2017,185604.3672,185595.3727,N/E,N/E,N/E
10/09/2017,185641.0756,185632.0647,7.0677,7.1115,7.1754
10/10/2017,185677.4819,185668.4692,7.0681,7.1119,7.1758
10/11/2017,185713.7406,185704.7262,7.0652,7.1090,7.1729
10/12/2017,185750.5738,185741.5576,7.0692,7.1130,7.1769
10/13/2017,185787.3111,185778.2932,7.0692,7.1130,7.1769
10/14/2017,185823.5397,185814.5200,N/E,N/E,N/E
10/15/2017,185859.7753,185850.7467,N/E,N/E,N/E
10/16/2017,185896.0179,185886.9735,7.0702,7.1141,7.1780
10/17/2017,185932.3193,185923.2731,7.0702,7.1141,7.1780
10/18/2017,185968.6277,185959.5797,7.0666,7.1104,7.1743
10/19/2017,186004.8916,185995.8419,7.0666,7.1104,7.1743
10/20/2017,186041.4209,186032.3694,7.0638,7.1075,7.1714
10/21/2017,186077.6473,186068.5940,N/E,N/E,N/E
10/22/2017,186113.8808,186104.8187,N/E,N/E,N/E
10/23/2017,186150.1213,186141.0433,7.0638,7.1075,7.1714
10/24/2017,186186.3688,186177.2891,7.0638,7.1075,7.1714
10/25/2017,186222.8821,186213.8005,7.0677,7.1115,7.1754
10/26/2017,186259.1438,186250.0605,7.0681,7.1119,7.1758
10/27/2017,186295.4126,186286.3275,7.0681,7.1119,7.1758
10/28/2017,186331.6367,186322.5498,N/E,N/E,N/E
10/29/2017,186367.8678,186358.7722,N/E,N/E,N/E
10/30/2017,186404.1060,186394.9945,7.0616,7.1053,7.1692
10/31/2017,186440.1442,186431.0309,7.0573,7.1010,7.1647
11/01/2017,186476.3964,186467.2814,7.0559,7.0995,7.1632
11/02/2017,186512.8629,186503.7461,N/E,N/E,N/E
11/03/2017,186549.3365,186540.2108,7.0565,7.1002,7.1639
11/04/2017,186586.3355,186577.2079,N/E,N/E,N/E
11/05/2017,186623.3418,186614.2051,N/E,N/E,N/E
11/06/2017,186660.3554,186651.2022,7.0587,7.1024,7.1661
11/07/2017,186696.8060,186687.6511,7.0576,7.1013,7.1650
11/08/2017,186733.1600,186724.0033,7.0569,7.1006,7.1643
11/09/2017,186769.5211,186760.3626,7.0522,7.0958,7.1595
11/10/2017,186805.8893,186796.7290,7.0483,7.0918,7.1554
11/11/2017,186842.2646,186833.1025,N/E,N/E,N/E
11/12/2017,186878.6469,186869.4759,N/E,N/E,N/E
11/13/2017,186915.0363,186905.8494,7.0472,7.0908,7.1543
11/14/2017,186951.4328,186942.2441,7.0465,7.0900,7.1536
11/15/2017,186987.8364,186978.6460,7.0458,7.0893,7.1528
11/16/2017,187024.2991,187015.1068,7.0458,7.0893,7.1528
11/17/2017,187060.7688,187051.5747,7.0440,7.0875,7.1510
11/18/2017,187097.1417,187087.9458,N/E,N/E,N/E
11/19/2017,187133.5217,187124.3170,N/E,N/E,N/E
