
"Banco de México"

"Securities prices and interest rates"
"Índices de TIIE de Fondeo y TIIEs de Fondeo compuestas por adelantado"

"Date: 04/26/2026 02:30:41"

""

"Title","Overnight Funding TIIE Index, Compounded on calendar days","Overnight Funding TIIE Index, Compounded on business days","Compounded in advance Overnight Funding TIIE, for 28 days","Compounded in advance Overnight Funding TIIE, for 91 days","Compounded in advance Overnight Funding TIIE, for 182 days"
"Available period","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026"
"Frequency","Daily","Daily","Daily","Daily","Daily"
"Data type","ciphers without type","ciphers without type","Average Rate","Average Rate","Average Rate"
"Unit","Without units","Without units","Percentages","Percentages","Percentages"
"Base","","","","",""
"Announcement","","","","",""
"Information type","Levels","Levels","Levels","Levels","Levels"
"Date","SF355630","SF355631","SF355632","SF355633","SF355634"
10/13/2008,123110.6520,123108.0647,8.2377,8.2972,8.3842
10/14/2008,123138.1809,123135.5930,8.2294,8.2888,8.3757
10/15/2008,123166.0580,123163.4696,8.2248,8.2842,8.3709
10/16/2008,123193.5993,123191.0103,8.2173,8.2765,8.3631
10/17/2008,123219.6069,123217.0173,8.1936,8.2525,8.3385
10/18/2008,123245.2776,123242.6875,N/E,N/E,N/E
10/19/2008,123270.9537,123268.3577,N/E,N/E,N/E
10/20/2008,123296.6352,123294.0279,8.1117,8.1694,8.2537
10/21/2008,123321.7397,123319.1319,8.0790,8.1362,8.2199
10/22/2008,123348.9733,123346.3649,8.0685,8.1257,8.2091
10/23/2008,123374.3284,123371.7195,8.0387,8.0954,8.1782
10/24/2008,123398.3178,123395.7084,7.9942,8.0502,8.1321
10/25/2008,123420.2553,123417.6454,N/E,N/E,N/E
10/26/2008,123442.1967,123439.5824,N/E,N/E,N/E
10/27/2008,123464.1419,123461.5194,7.7949,7.8482,7.9260
10/28/2008,123487.6344,123485.0114,7.7446,7.7972,7.8740
10/29/2008,123513.1895,123510.5660,7.7148,7.7670,7.8432
10/30/2008,123539.2645,123536.6404,7.6918,7.7437,7.8195
10/31/2008,123565.1734,123562.5488,7.6670,7.7185,7.7938
11/01/2008,123592.6324,123590.0071,N/E,N/E,N/E
11/02/2008,123620.0974,123617.4655,N/E,N/E,N/E
11/03/2008,123647.5685,123644.9238,7.6411,7.6923,7.7671
11/04/2008,123673.3284,123670.6832,7.6146,7.6654,7.7397
11/05/2008,123699.4373,123696.7914,7.5930,7.6436,7.7174
11/06/2008,123725.3798,123722.7334,7.5725,7.6228,7.6963
11/07/2008,123751.3277,123748.6808,7.5542,7.6043,7.6774
11/08/2008,123777.6249,123774.9774,N/E,N/E,N/E
11/09/2008,123803.9276,123801.2740,N/E,N/E,N/E
11/10/2008,123830.2360,123827.5706,7.5144,7.5639,7.6362
11/11/2008,123857.0659,123854.3999,7.5054,7.5548,7.6269
11/12/2008,123884.1424,123881.4759,7.4953,7.5446,7.6165
11/13/2008,123911.6722,123909.0051,7.4935,7.5428,7.6147
11/14/2008,123939.4835,123936.8158,7.5108,7.5603,7.6325
11/15/2008,123967.4732,123964.8049,N/E,N/E,N/E
11/16/2008,123995.4691,123992.7939,N/E,N/E,N/E
11/17/2008,124023.4715,124020.7830,N/E,N/E,N/E
11/18/2008,124051.4801,124048.7720,7.6072,7.6579,7.7320
11/19/2008,124079.2883,124076.5796,7.6115,7.6623,7.7365
11/20/2008,124107.3095,124104.6002,7.6377,7.6889,7.7636
11/21/2008,124135.3716,124132.6617,7.6786,7.7304,7.8059
11/22/2008,124163.4400,124160.7295,N/E,N/E,N/E
11/23/2008,124191.5147,124188.7972,N/E,N/E,N/E
11/24/2008,124219.5958,124216.8650,7.8661,7.9204,7.9996
11/25/2008,124247.5107,124244.7793,7.9106,7.9655,8.0457
11/26/2008,124275.5354,124272.8034,7.9347,7.9899,8.0706
11/27/2008,124303.3938,124300.6612,7.9516,8.0071,8.0881
11/28/2008,124331.2585,124328.5253,7.9703,8.0260,8.1074
11/29/2008,124359.3367,124356.6028,N/E,N/E,N/E
11/30/2008,124387.4211,124384.6804,N/E,N/E,N/E
12/01/2008,124415.5120,124412.7578,7.9843,8.0402,8.1219
12/02/2008,124443.8165,124441.0617,8.0091,8.0653,8.1476
12/03/2008,124471.9546,124469.1993,8.0285,8.0850,8.1676
12/04/2008,124499.9608,124497.2048,8.0482,8.1051,8.1881
12/05/2008,124528.1116,124525.3550,8.0694,8.1266,8.2100
12/06/2008,124556.3380,124553.5807,N/E,N/E,N/E
12/07/2008,124584.5708,124581.8065,N/E,N/E,N/E
12/08/2008,124612.8099,124610.0323,8.1244,8.1823,8.2669
12/09/2008,124641.0901,124638.3118,8.1377,8.1958,8.2807
12/10/2008,124669.4460,124666.6670,8.1492,8.2074,8.2926
12/11/2008,124697.8429,124695.0633,8.1564,8.2147,8.3000
12/12/2008,124726.3849,124723.6046,N/E,N/E,N/E
12/13/2008,124754.9333,124752.1459,N/E,N/E,N/E
12/14/2008,124783.4884,124780.6872,N/E,N/E,N/E
12/15/2008,124812.0499,124809.2286,8.1738,8.2324,8.3180
12/16/2008,124840.5833,124837.7614,8.1775,8.2362,8.3220
12/17/2008,124869.3660,124866.5434,8.1858,8.2446,8.3305
12/18/2008,124898.2594,124895.4361,8.1930,8.2519,8.3380
12/19/2008,124927.1595,124924.3356,8.1998,8.2588,8.3450
12/20/2008,124955.9621,124953.1376,N/E,N/E,N/E
12/21/2008,124984.7714,124981.9396,N/E,N/E,N/E
12/22/2008,125013.5874,125010.7416,8.2171,8.2763,8.3629
12/23/2008,125042.4099,125039.5635,8.2246,8.2840,8.3707
12/24/2008,125071.2392,125068.3920,8.2311,8.2905,8.3774
12/25/2008,125100.0750,125097.2272,N/E,N/E,N/E
12/26/2008,125128.9175,125126.0625,8.2475,8.3072,8.3944
12/27/2008,125157.7667,125154.9110,N/E,N/E,N/E
12/28/2008,125186.6225,125183.7595,N/E,N/E,N/E
12/29/2008,125215.4850,125212.6080,8.2659,8.3258,8.4134
12/30/2008,125244.3541,125241.4765,8.2698,8.3298,8.4175
12/31/2008,125273.2299,125270.3516,8.2756,8.3357,8.4235
01/01/2009,125302.2863,125299.4074,N/E,N/E,N/E
01/02/2009,125331.3495,125328.4631,8.2920,8.3524,8.4405
01/03/2009,125360.1409,125357.2538,N/E,N/E,N/E
01/04/2009,125388.9389,125386.0446,N/E,N/E,N/E
01/05/2009,125417.7435,125414.8353,8.3039,8.3644,8.4528
01/06/2009,125446.4851,125443.5762,8.3068,8.3673,8.4558
01/07/2009,125475.2333,125472.3237,8.3089,8.3695,8.4580
01/08/2009,125504.0228,125501.1126,8.3111,8.3717,8.4602
01/09/2009,125532.8190,125529.9081,8.3118,8.3724,8.4610
01/10/2009,125561.6219,125558.7102,N/E,N/E,N/E
01/11/2009,125590.4313,125587.5124,N/E,N/E,N/E
01/12/2009,125619.2473,125616.3146,8.3141,8.3748,8.4634
01/13/2009,125648.0699,125645.1365,8.3152,8.3759,8.4646
01/14/2009,125676.9341,125674.0000,8.3141,8.3748,8.4634
01/15/2009,125705.8049,125702.8701,8.3120,8.3726,8.4612
01/16/2009,125734.6823,125731.7469,8.3098,8.3704,8.4590
01/17/2009,125761.7851,125758.8491,N/E,N/E,N/E
01/18/2009,125788.8938,125785.9513,N/E,N/E,N/E
01/19/2009,125816.0082,125813.0534,8.2516,8.3114,8.3987
01/20/2009,125843.1635,125840.2080,8.2326,8.2921,8.3790
01/21/2009,125870.3247,125867.3686,8.2136,8.2727,8.3592
01/22/2009,125897.4567,125894.5000,8.1941,8.2531,8.3391
01/23/2009,125924.5597,125921.6023,8.1745,8.2331,8.3187
01/24/2009,125951.3186,125948.3606,N/E,N/E,N/E
01/25/2009,125978.0833,125975.1190,N/E,N/E,N/E
01/26/2009,126004.8536,126001.8773,8.1044,8.1620,8.2462
01/27/2009,126031.8747,126028.8977,8.0836,8.1409,8.2247
01/28/2009,126058.8665,126055.8889,8.0624,8.1194,8.2027
01/29/2009,126085.8991,126082.9208,8.0397,8.0964,8.1793
01/30/2009,126112.9375,126109.9586,8.0172,8.0736,8.1559
01/31/2009,126140.0869,126137.1073,N/E,N/E,N/E
02/01/2009,126167.2420,126164.2559,N/E,N/E,N/E
02/02/2009,126194.4030,126191.4046,N/E,N/E,N/E
02/03/2009,126221.5699,126218.5533,7.9430,7.9984,8.0792
02/04/2009,126248.6724,126245.6552,7.9243,7.9794,8.0599
02/05/2009,126275.7808,126272.7630,7.9053,7.9601,8.0402
02/06/2009,126302.8951,126299.8766,7.8862,7.9408,8.0205
02/07/2009,126330.0151,126326.9960,N/E,N/E,N/E
02/08/2009,126357.1410,126354.1154,N/E,N/E,N/E
02/09/2009,126384.2726,126381.2347,7.8291,7.8829,7.9615
02/10/2009,126411.4453,126408.4067,7.8105,7.8640,7.9421
02/11/2009,126438.6237,126435.5845,7.7914,7.8447,7.9225
02/12/2009,126465.8080,126462.7682,7.7724,7.8254,7.9028
02/13/2009,126493.0684,126490.0279,7.7541,7.8068,7.8838
02/14/2009,126520.2996,126517.2584,N/E,N/E,N/E
02/15/2009,126547.5366,126544.4889,N/E,N/E,N/E
02/16/2009,126574.7795,126571.7194,7.7530,7.8057,7.8827
02/17/2009,126602.0282,126598.9675,7.7523,7.8050,7.8820
02/18/2009,126629.3180,126626.2566,7.7519,7.8046,7.8816
02/19/2009,126656.6136,126653.5516,7.7519,7.8046,7.8816
02/20/2009,126683.9503,126680.8876,7.7526,7.8054,7.8824
02/21/2009,126710.4484,126707.3850,N/E,N/E,N/E
02/22/2009,126736.9520,126733.8824,N/E,N/E,N/E
02/23/2009,126763.4611,126760.3799,7.7397,7.7923,7.8690
02/24/2009,126790.0110,126786.9291,7.7332,7.7857,7.8623
02/25/2009,126816.4961,126813.4135,7.7264,7.7788,7.8553
02/26/2009,126842.9514,126839.8682,7.7189,7.7711,7.8475
02/27/2009,126869.3770,126866.2932,7.7110,7.7631,7.8393
02/28/2009,126895.9491,126892.8646,N/E,N/E,N/E
03/01/2009,126922.5268,126919.4361,N/E,N/E,N/E
03/02/2009,126949.1100,126946.0075,7.6884,7.7402,7.8159
03/03/2009,126975.5577,126972.4546,7.6795,7.7313,7.8068
03/04/2009,127001.9757,126998.8719,7.6709,7.7225,7.7979
03/05/2009,127028.3991,127025.2947,7.6623,7.7138,7.7890
03/06/2009,127054.8281,127051.7230,7.6537,7.7051,7.7801
03/07/2009,127081.2626,127078.1568,N/E,N/E,N/E
03/08/2009,127107.7025,127104.5906,N/E,N/E,N/E
03/09/2009,127134.1480,127131.0245,7.6278,7.6789,7.7534
03/10/2009,127160.5990,127157.4748,7.6189,7.6698,7.7441
03/11/2009,127187.0554,127183.9306,7.6099,7.6607,7.7348
03/12/2009,127213.5174,127210.3920,7.6009,7.6516,7.7256
03/13/2009,127239.9849,127236.8588,7.5912,7.6417,7.7156
03/14/2009,127266.5286,127263.4018,N/E,N/E,N/E
03/15/2009,127293.0778,127289.9448,N/E,N/E,N/E
03/16/2009,127319.6325,127316.4879,N/E,N/E,N/E
03/17/2009,127346.1928,127343.0309,7.5566,7.6066,7.6798
03/18/2009,127372.7233,127369.5607,7.5472,7.5972,7.6701
03/19/2009,127399.3654,127396.2021,7.5390,7.5888,7.6616
03/20/2009,127426.1193,127422.9553,7.5314,7.5812,7.6538
03/21/2009,127450.0824,127446.9179,N/E,N/E,N/E
03/22/2009,127474.0501,127470.8805,N/E,N/E,N/E
03/23/2009,127498.0223,127494.8431,7.4496,7.4982,7.5693
03/24/2009,127521.9991,127518.8192,7.4219,7.4702,7.5408
03/25/2009,127546.0157,127542.8353,7.3953,7.4433,7.5133
03/26/2009,127570.0369,127566.8559,7.3691,7.4168,7.4863
03/27/2009,127593.9917,127590.8101,7.3425,7.3898,7.4589
03/28/2009,127617.9156,127614.7334,N/E,N/E,N/E
03/29/2009,127641.8439,127638.6567,N/E,N/E,N/E
03/30/2009,127665.7768,127662.5799,7.2575,7.3037,7.3711
03/31/2009,127689.7141,127686.5166,7.2305,7.2764,7.3433
04/01/2009,127713.7978,127710.5997,7.2054,7.2509,7.3174
04/02/2009,127737.7796,127734.5809,7.1792,7.2244,7.2904
04/03/2009,127761.7659,127758.5667,7.1530,7.1979,7.2633
04/04/2009,127785.7567,127782.5569,N/E,N/E,N/E
04/05/2009,127809.7521,127806.5471,N/E,N/E,N/E
04/06/2009,127833.7519,127830.5373,7.0744,7.1183,7.1823
04/07/2009,127857.7562,127854.5411,7.0482,7.0917,7.1553
04/08/2009,127881.8716,127878.6558,7.0230,7.0663,7.1294
04/09/2009,127906.0271,127902.8107,N/E,N/E,N/E
04/10/2009,127930.1871,127926.9655,N/E,N/E,N/E
04/11/2009,127954.3517,127951.1204,N/E,N/E,N/E
04/12/2009,127978.5209,127975.2752,N/E,N/E,N/E
04/13/2009,128002.6946,127999.4301,6.8967,6.9385,6.9993
04/14/2009,128026.8018,128023.5367,6.8707,6.9121,6.9725
04/15/2009,128050.9846,128047.7189,6.8456,6.8867,6.9466
04/16/2009,128075.1364,128071.8701,6.8190,6.8598,6.9193
04/17/2009,128099.3640,128096.0971,6.7921,6.8325,6.8915
04/18/2009,128120.8562,128117.5888,N/E,N/E,N/E
04/19/2009,128142.3521,128139.0805,N/E,N/E,N/E
04/20/2009,128163.8515,128160.5721,6.7135,6.7530,6.8107
04/21/2009,128185.3545,128182.0746,6.6873,6.7265,6.7837
04/22/2009,128206.8612,128203.5807,6.6607,6.6996,6.7564
04/23/2009,128228.3358,128225.0548,6.6338,6.6724,6.7287
04/24/2009,128249.6004,128246.3188,6.6055,6.6437,6.6995
04/25/2009,128270.8328,128267.5507,N/E,N/E,N/E
04/26/2009,128292.0688,128288.7826,N/E,N/E,N/E
04/27/2009,128313.3082,128310.0145,6.5204,6.5577,6.6121
04/28/2009,128334.6581,128331.3638,6.4932,6.5301,6.5840
04/29/2009,128356.0116,128352.7167,6.4645,6.5011,6.5545
04/30/2009,128377.3686,128374.0732,6.4368,6.4731,6.5261
05/01/2009,128398.8718,128395.5759,N/E,N/E,N/E
05/02/2009,128420.3786,128417.0785,N/E,N/E,N/E
05/03/2009,128441.8890,128438.5812,N/E,N/E,N/E
05/04/2009,128463.4031,128460.0838,6.3320,6.3671,6.4183
05/05/2009,128484.7423,128481.4225,6.3040,6.3388,6.3896
05/06/2009,128506.0850,128502.7647,6.2749,6.3094,6.3597
05/07/2009,128527.3956,128524.0747,6.2451,6.2793,6.3291
05/08/2009,128548.7454,128545.4240,6.2157,6.2496,6.2990
05/09/2009,128570.1702,128566.8482,N/E,N/E,N/E
05/10/2009,128591.5986,128588.2725,N/E,N/E,N/E
05/11/2009,128613.0305,128609.6967,6.1299,6.1629,6.2109
05/12/2009,128634.5017,128631.1674,6.1023,6.1350,6.1825
05/13/2009,128655.9766,128652.6416,6.0740,6.1063,6.1534
05/14/2009,128677.4907,128674.1552,6.0463,6.0784,6.1251
05/15/2009,128699.0084,128695.6724,6.0180,6.0498,6.0960
05/16/2009,128717.8485,128714.5120,N/E,N/E,N/E
05/17/2009,128736.6914,128733.3516,N/E,N/E,N/E
05/18/2009,128755.5370,128752.1912,5.9352,5.9660,6.0110
05/19/2009,128774.3496,128771.0034,5.9072,5.9378,5.9823
05/20/2009,128793.1650,128789.8182,5.8792,5.9095,5.9536
05/21/2009,128811.9831,128808.6359,5.8516,5.8816,5.9253
05/22/2009,128830.7324,128827.3847,5.8254,5.8551,5.8985
05/23/2009,128849.4486,128846.1005,N/E,N/E,N/E
05/24/2009,128868.1676,128864.8162,N/E,N/E,N/E
05/25/2009,128886.8893,128883.5319,5.7469,5.7758,5.8180
05/26/2009,128905.5779,128902.2201,5.7192,5.7479,5.7897
05/27/2009,128924.2692,128920.9109,5.6916,5.7200,5.7614
05/28/2009,128942.9274,128939.5686,5.6636,5.6918,5.7327
05/29/2009,128961.6241,128958.2648,5.6346,5.6624,5.7030
05/30/2009,128980.5743,128977.2145,N/E,N/E,N/E
05/31/2009,128999.5273,128996.1642,N/E,N/E,N/E
06/01/2009,129018.4831,129015.1139,5.5551,5.5822,5.6215
06/02/2009,129037.2266,129033.8570,5.5282,5.5550,5.5940
06/03/2009,129055.9728,129052.6027,5.5013,5.5278,5.5665
06/04/2009,129074.6859,129071.3153,5.4744,5.5007,5.5389
06/05/2009,129093.4018,129090.0307,5.4472,5.4732,5.5110
06/06/2009,129112.1203,129108.7488,N/E,N/E,N/E
06/07/2009,129130.8416,129127.4668,N/E,N/E,N/E
06/08/2009,129149.5655,129146.1848,5.3633,5.3885,5.4252
06/09/2009,129168.3281,129164.9469,5.3353,5.3603,5.3966
06/10/2009,129187.0934,129183.7117,5.3073,5.3320,5.3680
06/11/2009,129205.8255,129202.4434,5.2787,5.3031,5.3386
06/12/2009,129224.5604,129221.1777,5.2500,5.2741,5.3093
06/13/2009,129243.3338,129239.9507,N/E,N/E,N/E
06/14/2009,129262.1100,129258.7236,N/E,N/E,N/E
06/15/2009,129280.8889,129277.4966,5.2457,5.2698,5.3049
06/16/2009,129299.6346,129296.2418,5.2442,5.2683,5.3034
06/17/2009,129318.3831,129314.9898,5.2428,5.2669,5.3020
06/18/2009,129337.1702,129333.7764,5.2417,5.2658,5.3009
06/19/2009,129356.1037,129352.7094,5.2428,5.2669,5.3020
06/20/2009,129373.1715,129369.7768,N/E,N/E,N/E
06/21/2009,129390.2416,129386.8441,N/E,N/E,N/E
06/22/2009,129407.3139,129403.9115,5.1912,5.2148,5.2492
06/23/2009,129424.3885,129420.9857,5.1743,5.1978,5.2320
06/24/2009,129441.4653,129438.0620,5.1575,5.1808,5.2147
06/25/2009,129458.5444,129455.1407,5.1410,5.1642,5.1979
06/26/2009,129475.6257,129472.2216,5.1242,5.1472,5.1806
06/27/2009,129492.8172,129489.4126,N/E,N/E,N/E
06/28/2009,129510.0110,129506.6037,N/E,N/E,N/E
06/29/2009,129527.2070,129523.7947,5.0693,5.0918,5.1246
06/30/2009,129544.4054,129540.9925,5.0532,5.0756,5.1081
07/01/2009,129561.8579,129558.4446,5.0396,5.0618,5.0942
07/02/2009,129579.0248,129575.6111,5.0234,5.0455,5.0777
07/03/2009,129596.1941,129592.7799,5.0073,5.0293,5.0612
07/04/2009,129613.4016,129609.9869,N/E,N/E,N/E
07/05/2009,129630.6113,129627.1940,N/E,N/E,N/E
07/06/2009,129647.8234,129644.4010,4.9600,4.9816,5.0129
07/07/2009,129665.1098,129661.6869,4.9446,4.9660,4.9972
07/08/2009,129682.4345,129679.0111,4.9295,4.9508,4.9818
07/09/2009,129699.6894,129696.2657,4.9141,4.9353,4.9661
07/10/2009,129716.9107,129713.4864,4.8983,4.9194,4.9499
07/11/2009,129734.1342,129730.7095,N/E,N/E,N/E
07/12/2009,129751.3600,129747.9325,N/E,N/E,N/E
07/13/2009,129768.5881,129765.1556,4.8500,4.8706,4.9006
07/14/2009,129785.8185,129782.3856,4.8342,4.8547,4.8845
07/15/2009,129803.0872,129799.6538,4.8188,4.8391,4.8687
07/16/2009,129820.3582,129816.9244,4.8030,4.8232,4.8526
07/17/2009,129837.6676,129834.2333,4.7862,4.8062,4.8354
07/18/2009,129853.9695,129850.5347,N/E,N/E,N/E
07/19/2009,129870.2734,129866.8361,N/E,N/E,N/E
07/20/2009,129886.5793,129883.1376,4.7614,4.7813,4.8102
07/21/2009,129902.8512,129899.4090,4.7528,4.7726,4.8014
07/22/2009,129919.1612,129915.7186,4.7446,4.7643,4.7930
07/23/2009,129935.4011,129931.9581,4.7356,4.7553,4.7839
07/24/2009,129951.5708,129948.1274,4.7259,4.7455,4.7740
07/25/2009,129967.5260,129964.0821,N/E,N/E,N/E
07/26/2009,129983.4831,129980.0369,N/E,N/E,N/E
07/27/2009,129999.4422,129995.9916,4.6872,4.7065,4.7345
07/28/2009,130015.6560,130012.2050,4.6769,4.6960,4.7239
07/29/2009,130031.8358,130028.3843,4.6636,4.6827,4.7104
07/30/2009,130048.0175,130044.5656,4.6532,4.6722,4.6998
07/31/2009,130064.3096,130060.8573,4.6439,4.6628,4.6903
08/01/2009,130080.8567,130077.4039,N/E,N/E,N/E
08/02/2009,130097.4059,130093.9506,N/E,N/E,N/E
08/03/2009,130113.9572,130110.4972,4.6224,4.6411,4.6683
08/04/2009,130130.1491,130126.6887,4.6109,4.6295,4.6566
08/05/2009,130146.3792,130142.9184,4.5995,4.6180,4.6449
08/06/2009,130162.6475,130159.1863,4.5891,4.6075,4.6343
08/07/2009,130178.8817,130175.4200,4.5787,4.5970,4.6237
08/08/2009,130195.0456,130191.5834,N/E,N/E,N/E
08/09/2009,130211.2115,130207.7469,N/E,N/E,N/E
08/10/2009,130227.3794,130223.9104,4.5453,4.5635,4.5898
08/11/2009,130243.5493,130240.0798,4.5342,4.5523,4.5784
08/12/2009,130259.7212,130256.2513,4.5228,4.5407,4.5668
08/13/2009,130275.8951,130272.4248,4.5113,4.5291,4.5551
08/14/2009,130292.1072,130288.6365,4.4998,4.5176,4.5434
08/15/2009,130308.4299,130304.9588,N/E,N/E,N/E
08/16/2009,130324.7547,130321.2810,N/E,N/E,N/E
08/17/2009,130341.0814,130337.6033,4.4988,4.5165,4.5423
08/18/2009,130357.4103,130353.9317,4.4988,4.5165,4.5423
08/19/2009,130373.7412,130370.2622,4.4984,4.5161,4.5419
08/20/2009,130390.0017,130386.5222,4.4980,4.5158,4.5415
08/21/2009,130406.1918,130402.7119,4.4977,4.5154,4.5412
08/22/2009,130422.4201,130418.9398,N/E,N/E,N/E
08/23/2009,130438.6504,130435.1677,N/E,N/E,N/E
08/24/2009,130454.8828,130451.3956,4.5041,4.5219,4.5478
08/25/2009,130471.1172,130467.6295,4.5038,4.5215,4.5474
08/26/2009,130487.3174,130483.8292,4.5034,4.5212,4.5470
08/27/2009,130503.5195,130500.0310,4.5031,4.5208,4.5467
08/28/2009,130519.7600,130516.2710,4.5020,4.5197,4.5456
08/29/2009,130535.9662,130532.4768,N/E,N/E,N/E
08/30/2009,130552.1744,130548.6825,N/E,N/E,N/E
08/31/2009,130568.3846,130564.8883,4.4902,4.5078,4.5335
09/01/2009,130584.8145,130581.3177,4.4920,4.5096,4.5353
09/02/2009,130601.1013,130597.6041,4.4920,4.5096,4.5353
09/03/2009,130617.4990,130614.0014,4.4927,4.5104,4.5361
09/04/2009,130633.7899,130630.2918,4.4927,4.5104,4.5361
09/05/2009,130650.0828,130646.5843,N/E,N/E,N/E
09/06/2009,130666.3778,130662.8768,N/E,N/E,N/E
09/07/2009,130682.6748,130679.1693,4.4948,4.5125,4.5383
09/08/2009,130698.9738,130695.4679,4.4955,4.5132,4.5390
09/09/2009,130715.3112,130711.8049,4.4966,4.5143,4.5401
09/10/2009,130731.6869,130728.1801,4.4980,4.5158,4.5415
09/11/2009,130748.0647,130744.5575,4.4991,4.5169,4.5426
09/12/2009,130764.4809,130760.9732,N/E,N/E,N/E
09/13/2009,130780.8991,130777.3889,N/E,N/E,N/E
09/14/2009,130797.3193,130793.8046,4.5002,4.5179,4.5437
09/15/2009,130813.7053,130810.1902,4.5002,4.5179,4.5437
09/16/2009,130830.1661,130826.6505,N/E,N/E,N/E
09/17/2009,130846.6289,130843.1107,4.5023,4.5201,4.5459
09/18/2009,130863.0574,130859.5388,4.5041,4.5219,4.5477
09/19/2009,130879.5243,130876.0053,N/E,N/E,N/E
09/20/2009,130895.9933,130892.4718,N/E,N/E,N/E
09/21/2009,130912.4644,130908.9383,4.5095,4.5273,4.5532
09/22/2009,130928.8648,130925.3383,4.5106,4.5284,4.5543
09/23/2009,130945.1946,130941.6676,4.5113,4.5291,4.5550
09/24/2009,130961.4900,130957.9625,4.5116,4.5295,4.5554
09/25/2009,130977.7146,130974.1868,4.5109,4.5288,4.5547
09/26/2009,130994.0505,130990.5222,N/E,N/E,N/E
09/27/2009,131010.3883,131006.8576,N/E,N/E,N/E
09/28/2009,131026.7282,131023.1929,4.5131,4.5309,4.5569
09/29/2009,131043.1794,131039.6436,4.5127,4.5306,4.5565
09/30/2009,131059.8146,131056.2784,4.5156,4.5334,4.5594
10/01/2009,131076.7431,131073.2065,4.5202,4.5381,4.5642
10/02/2009,131093.1277,131089.5906,4.5206,4.5385,4.5645
10/03/2009,131109.5872,131106.0496,N/E,N/E,N/E
10/04/2009,131126.0487,131122.5087,N/E,N/E,N/E
10/05/2009,131142.5123,131138.9677,4.5238,4.5418,4.5678
10/06/2009,131158.8323,131155.2872,4.5235,4.5414,4.5675
10/07/2009,131175.1179,131171.5723,4.5224,4.5403,4.5664
10/08/2009,131191.4419,131187.8959,4.5213,4.5392,4.5653
10/09/2009,131207.8772,131204.3308,4.5213,4.5392,4.5653
10/10/2009,131224.3511,131220.8042,N/E,N/E,N/E
10/11/2009,131240.8271,131237.2777,N/E,N/E,N/E
10/12/2009,131257.3051,131253.7511,4.5213,4.5392,4.5653
10/13/2009,131273.7122,131270.1579,4.5210,4.5389,4.5649
10/14/2009,131290.1215,131286.5666,4.5199,4.5378,4.5638
10/15/2009,131306.5692,131303.0139,4.5192,4.5371,4.5631
10/16/2009,131323.1284,131319.5727,4.5199,4.5378,4.5638
10/17/2009,131339.7991,131336.2430,N/E,N/E,N/E
10/18/2009,131356.4720,131352.9133,N/E,N/E,N/E
10/19/2009,131373.1470,131369.5836,4.5242,4.5421,4.5682
10/20/2009,131389.6781,131386.1142,4.5249,4.5429,4.5689
10/21/2009,131406.2478,131402.6835,4.5267,4.5447,4.5708
10/22/2009,131422.6736,131419.1088,4.5274,4.5454,4.5715
10/23/2009,131439.1014,131435.5362,4.5289,4.5468,4.5730
10/24/2009,131455.5313,131451.9656,N/E,N/E,N/E
10/25/2009,131471.9632,131468.3951,N/E,N/E,N/E
10/26/2009,131488.3972,131484.8245,4.5299,4.5479,4.5741
10/27/2009,131504.7968,131501.2236,4.5289,4.5468,4.5730
10/28/2009,131521.2349,131517.6613,4.5263,4.5443,4.5704
10/29/2009,131537.8212,131534.2471,4.5224,4.5403,4.5664
10/30/2009,131554.4461,131550.8716,4.5242,4.5421,4.5682
10/31/2009,131571.1827,131567.6078,N/E,N/E,N/E
11/01/2009,131587.9215,131584.3440,N/E,N/E,N/E
11/02/2009,131604.6624,131601.0802,N/E,N/E,N/E
11/03/2009,131621.4054,131617.8163,4.5342,4.5522,4.5784
11/04/2009,131637.9312,131634.3417,4.5360,4.5540,4.5802
11/05/2009,131654.7516,131651.1616,4.5403,4.5583,4.5846
11/06/2009,131671.7205,131668.1300,4.5449,4.5630,4.5893
11/07/2009,131688.9110,131685.3200,N/E,N/E,N/E
11/08/2009,131706.1037,131702.5100,N/E,N/E,N/E
11/09/2009,131723.2986,131719.7000,4.5643,4.5825,4.6091
11/10/2009,131740.1665,131736.5675,4.5682,4.5865,4.6131
11/11/2009,131757.3659,131753.7664,4.5754,4.5937,4.6204
11/12/2009,131774.6774,131771.0774,4.5833,4.6017,4.6284
11/13/2009,131791.7715,131788.1710,4.5879,4.6064,4.6332
11/14/2009,131808.2821,131804.6811,N/E,N/E,N/E
11/15/2009,131824.7947,131821.1913,N/E,N/E,N/E
11/16/2009,131841.3095,131837.7014,N/E,N/E,N/E
11/17/2009,131857.8262,131854.2115,4.5807,4.5991,4.6258
11/18/2009,131874.3451,131870.7299,4.5796,4.5980,4.6247
11/19/2009,131890.9759,131887.3603,4.5811,4.5994,4.6262
11/20/2009,131907.5722,131903.9561,4.5821,4.6005,4.6273
11/21/2009,131924.1706,131920.5540,N/E,N/E,N/E
11/22/2009,131940.7710,131937.1519,N/E,N/E,N/E
11/23/2009,131957.3736,131953.7499,4.5854,4.6038,4.6306
11/24/2009,131973.9049,131970.2807,4.5861,4.6045,4.6313
11/25/2009,131990.4383,131986.8137,4.5864,4.6049,4.6317
